,speaker_id,total_num_utterances,total_duration_in_sec,average_utterance_duration,count_mora,mora_per_utterance,count_bunsetsu,bunsetsu_per_utterance,count_disfluency,count_filler,count_mask,count_sp
T002_015,T002_015,295,266.72300000000087,0.9041457627118673,2043,6.925423728813559,301,1.0203389830508474,10,5,0,17
T002_017,T002_017,520,596.5049999999987,1.1471249999999975,3986,7.665384615384616,555,1.0673076923076923,52,23,12,82
T002_018,T002_018,808,1180.2140000000034,1.460660891089113,8299,10.271039603960396,1346,1.6658415841584158,73,130,4,198
T003_000,T003_000,3202,5687.094999999996,1.776107120549655,41827,13.062773266708307,7077,2.2101811367895063,235,413,166,658
T003_001,T003_001,873,1303.3590000000036,1.4929656357388357,8914,10.210767468499427,1354,1.5509736540664376,53,60,21,92
T003_002,T003_002,1261,1870.4719999999916,1.4833243457573289,10409,8.254559873116575,1331,1.055511498810468,80,84,71,165
T003_003,T003_003,1325,1969.5170000000046,1.4864279245283054,16384,12.365283018867924,2752,2.076981132075472,115,66,80,218
T003_004,T003_004,843,1384.2609999999922,1.642065243179113,7601,9.016607354685647,1463,1.7354685646500594,96,107,24,194
T003_005,T003_005,225,383.1100000000008,1.7027111111111146,2939,13.062222222222223,486,2.16,14,19,9,43
T003_006,T003_006,329,667.6949999999995,2.0294680851063815,3892,11.829787234042554,739,2.2462006079027357,26,28,11,32
T003_008,T003_008,236,204.79700000000065,0.8677838983050875,1157,4.9025423728813555,137,0.5805084745762712,4,0,0,18
T003_009,T003_009,460,809.128999999999,1.7589760869565196,6144,13.356521739130434,1001,2.1760869565217393,71,53,3,97
T003_010,T003_010,1059,2152.024000000004,2.032128423040608,15363,14.507082152974505,2741,2.5882908404154863,198,283,22,413
T003_011,T003_011,97,142.03199999999995,1.4642474226804119,953,9.824742268041238,142,1.4639175257731958,17,4,17,19
T003_012,T003_012,228,347.95600000000013,1.5261228070175443,2171,9.521929824561404,320,1.4035087719298245,28,8,10,54
T003_013,T003_013,264,458.40500000000145,1.7363825757575813,3086,11.68939393939394,536,2.0303030303030303,27,50,10,79
T003_014,T003_014,200,488.41099999999847,2.4420549999999923,3931,19.655,715,3.575,35,43,32,86
T003_015,T003_015,353,470.6389999999999,1.3332549575070818,3464,9.813031161473088,560,1.5864022662889519,17,10,15,59
T003_016,T003_016,293,426.4960000000011,1.455617747440277,3347,11.42320819112628,578,1.9726962457337884,17,29,13,70
T003_017,T003_017,267,337.375000000001,1.2635767790262211,2158,8.082397003745319,316,1.1835205992509363,19,10,14,63
T003_018,T003_018,239,341.02999999999895,1.4269037656903722,2412,10.092050209205022,380,1.5899581589958158,11,11,15,56
T004_000,T004_000,4036,7163.476999999998,1.7748951932606536,50170,12.430624380574827,8224,2.0376610505450943,575,1377,150,1457
T004_001,T004_001,716,791.0749999999994,1.1048533519553063,5921,8.269553072625698,850,1.187150837988827,72,163,9,102
T004_002,T004_002,744,804.9479999999976,1.0819193548387065,5687,7.643817204301075,779,1.0470430107526882,120,64,7,48
T004_003,T004_003,64,79.59399999999994,1.243656249999999,556,8.6875,84,1.3125,9,2,0,12
T004_004,T004_004,370,550.5709999999989,1.4880297297297267,3821,10.327027027027027,583,1.5756756756756756,16,21,1,72
T004_005,T004_005,369,923.1469999999996,2.501753387533874,8154,22.097560975609756,1484,4.021680216802168,63,140,18,120
T004_006,T004_006,52,60.04599999999962,1.154730769230762,444,8.538461538461538,56,1.0769230769230769,5,2,4,9
T004_008,T004_008,310,511.9910000000001,1.6515838709677422,4199,13.54516129032258,618,1.9935483870967743,44,72,14,82
T004_009,T004_009,9,6.02599999999984,0.6695555555555378,47,5.222222222222222,3,0.3333333333333333,0,0,0,0
T004_010,T004_010,29,44.02200000000016,1.5180000000000056,176,6.068965517241379,21,0.7241379310344828,2,0,0,5
T004_011,T004_011,416,693.4650000000001,1.6669831730769233,5153,12.38701923076923,961,2.3100961538461537,99,98,35,63
T004_012,T004_012,136,155.56800000000095,1.1438823529411835,1145,8.419117647058824,164,1.2058823529411764,10,5,4,9
T004_013,T004_013,335,424.0090000000012,1.26569850746269,3091,9.226865671641791,509,1.519402985074627,39,36,8,37
T004_014,T004_014,378,506.354999999997,1.3395634920634842,2874,7.603174603174603,412,1.08994708994709,16,16,0,32
T004_017,T004_017,314,336.9979999999987,1.0732420382165564,2305,7.340764331210191,313,0.9968152866242038,9,40,10,61
T004_018,T004_018,193,324.34099999999955,1.6805233160621738,2420,12.538860103626943,424,2.1968911917098444,32,18,4,47
T004_019,T004_019,219,182.07100000000008,0.8313744292237447,1045,4.771689497716895,131,0.5981735159817352,12,0,3,16
T004_020,T004_020,126,383.9860000000002,3.0475079365079383,2799,22.214285714285715,477,3.7857142857142856,24,95,6,72
T004_021,T004_021,208,222.30099999999996,1.0687548076923075,1540,7.403846153846154,232,1.1153846153846154,10,0,5,40
T004_022,T004_022,335,463.45800000000025,1.3834567164179112,2235,6.6716417910447765,309,0.9223880597014925,11,14,1,71
T004_023,T004_023,122,198.44000000000003,1.6265573770491806,1177,9.647540983606557,170,1.3934426229508197,15,11,3,15
T004_024,T004_024,238,382.3459999999999,1.6064957983193273,2394,10.058823529411764,406,1.7058823529411764,32,6,1,48
T004_025,T004_025,345,590.5709999999999,1.7117999999999998,4795,13.898550724637682,749,2.1710144927536232,29,39,35,93
T004_026,T004_026,111,170.89199999999997,1.5395675675675673,1026,9.243243243243244,153,1.3783783783783783,4,10,1,30
T004_027,T004_027,233,298.89499999999964,1.2828111587982818,1882,8.07725321888412,308,1.3218884120171674,29,11,1,39
T004_028,T004_028,128,177.4529999999995,1.386351562499996,1110,8.671875,167,1.3046875,18,3,0,24
T004_029,T004_029,160,248.4110000000001,1.5525687500000005,1745,10.90625,294,1.8375,24,13,1,39
T004_030,T004_030,257,487.05399999999827,1.895151750972756,3362,13.081712062256809,562,2.186770428015564,45,84,1,55
T004_031,T004_031,165,263.62099999999924,1.5977030303030257,1238,7.503030303030303,207,1.2545454545454546,12,0,0,21
T004_032,T004_032,398,422.5889999999988,1.061781407035173,3263,8.198492462311558,498,1.2512562814070352,11,14,4,69
T004_033,T004_033,333,643.1669999999997,1.9314324324324315,5503,16.525525525525527,1030,3.093093093093093,57,59,6,120
T005_000,T005_000,2059,3479.0989999999997,1.6897032540067993,27604,13.406508013598835,5077,2.465760077707625,375,358,97,427
T005_001,T005_001,158,294.49100000000055,1.8638670886075985,2211,13.99367088607595,360,2.278481012658228,29,20,9,29
T005_002,T005_002,129,268.2789999999999,2.0796821705426347,1552,12.031007751937985,246,1.9069767441860466,25,6,9,26
T005_003,T005_003,363,481.323000000001,1.325958677685953,3887,10.707988980716253,640,1.7630853994490359,68,112,9,61
T005_004,T005_004,107,141.3190000000004,1.320738317757013,679,6.345794392523365,114,1.0654205607476634,20,4,0,12
T005_005,T005_005,109,140.33599999999996,1.2874862385321098,663,6.08256880733945,128,1.1743119266055047,15,14,2,16
T005_006,T005_006,552,1021.6400000000003,1.850797101449276,8513,15.422101449275363,1567,2.838768115942029,59,161,102,139
T005_007,T005_007,6,8.71600000000008,1.4526666666666799,36,6.0,4,0.6666666666666666,0,0,0,0
T005_008,T005_008,1043,2051.265000000002,1.9666970278044125,16141,15.47555129434324,3191,3.059443911792905,136,94,81,252
T005_009,T005_009,384,520.1120000000019,1.3544583333333382,2907,7.5703125,399,1.0390625,41,29,21,37
T005_010,T005_010,333,474.7020000000009,1.4255315315315342,2980,8.94894894894895,500,1.5015015015015014,24,10,13,51
T005_012,T005_012,391,628.882,1.608393861892583,4408,11.273657289002557,744,1.9028132992327367,65,100,8,115
T005_014,T005_014,237,252.8130000000009,1.0667215189873456,1518,6.405063291139241,191,0.8059071729957806,3,19,7,46
T005_015,T005_015,382,477.15500000000054,1.249096858638745,3295,8.62565445026178,507,1.3272251308900525,18,31,12,68
T005_016,T005_016,46,65.39300000000006,1.4215869565217403,544,11.826086956521738,83,1.8043478260869565,8,10,3,13
T005_017,T005_017,27,27.793999999999976,1.0294074074074064,248,9.185185185185185,32,1.1851851851851851,6,2,0,3
T005_018,T005_018,38,34.93999999999991,0.919473684210524,249,6.552631578947368,37,0.9736842105263158,3,5,4,2
T005_019,T005_019,34,33.09100000000009,0.9732647058823557,287,8.441176470588236,44,1.2941176470588236,5,5,2,6
T005_020,T005_020,58,71.93100000000004,1.2401896551724145,716,12.344827586206897,119,2.0517241379310347,6,9,4,8
T005_021,T005_021,35,67.87900000000002,1.9394000000000005,535,15.285714285714286,91,2.6,13,23,3,15
T005_022,T005_022,67,111.52399999999989,1.664537313432834,824,12.298507462686567,158,2.3582089552238807,22,51,2,19
T005_023,T005_023,51,50.00800000000002,0.9805490196078435,447,8.764705882352942,56,1.0980392156862746,17,6,0,5
T005_025,T005_025,12,8.89800000000001,0.7415000000000008,59,4.916666666666667,4,0.3333333333333333,0,0,0,1
T005_026,T005_026,130,167.52799999999982,1.2886769230769217,1452,11.169230769230769,213,1.6384615384615384,36,13,8,21
T005_027,T005_027,227,311.6869999999998,1.373070484581497,2879,12.682819383259911,460,2.026431718061674,29,40,31,54
T005_028,T005_028,107,111.95400000000014,1.046299065420562,673,6.289719626168225,84,0.7850467289719626,9,22,4,14
T005_029,T005_029,35,26.8400000000001,0.7668571428571457,199,5.685714285714286,24,0.6857142857142857,2,0,0,0
T005_030,T005_030,717,1266.7950000000017,1.7667991631799187,10527,14.682008368200837,2061,2.8744769874476988,135,161,50,203
T005_031,T005_031,24,19.23600000000009,0.8015000000000038,138,5.75,14,0.5833333333333334,1,0,0,3
T005_032,T005_032,631,843.2499999999987,1.3363708399366065,5962,9.448494453248811,1013,1.6053882725832012,85,44,56,162
T005_033,T005_033,471,544.378000000004,1.1557919320594565,3611,7.666666666666667,551,1.1698513800424628,25,22,4,79
T005_034,T005_034,297,385.00699999999875,1.296319865319861,2587,8.710437710437711,401,1.3501683501683501,13,16,0,48
T005_035,T005_035,361,535.8490000000008,1.484346260387814,4405,12.202216066481995,697,1.9307479224376731,62,24,28,85
T005_036,T005_036,252,289.1729999999996,1.1475119047619031,2268,9.0,374,1.4841269841269842,8,6,22,22
T005_037,T005_037,129,247.99799999999976,1.922465116279068,1757,13.62015503875969,304,2.356589147286822,11,24,4,37
T005_038,T005_038,105,134.12500000000034,1.2773809523809556,1124,10.704761904761904,211,2.0095238095238095,18,19,2,19
T005_039,T005_039,124,185.8279999999997,1.498612903225804,1407,11.346774193548388,255,2.056451612903226,15,13,1,34
T005_040,T005_040,134,238.99899999999974,1.7835746268656696,1897,14.156716417910447,365,2.7238805970149254,58,64,1,35
T005_041,T005_041,69,79.54700000000003,1.1528550724637685,632,9.159420289855072,103,1.4927536231884058,7,9,0,7
T005_042,T005_042,76,149.80100000000024,1.9710657894736874,1151,15.144736842105264,202,2.6578947368421053,10,12,0,24
T005_043,T005_043,113,160.12199999999996,1.4170088495575217,1085,9.601769911504425,186,1.6460176991150441,16,8,5,11
T005_044,T005_044,57,82.7050000000001,1.4509649122807036,588,10.31578947368421,93,1.631578947368421,1,3,10,31
T005_045,T005_045,158,185.535,1.1742721518987342,1331,8.424050632911392,205,1.2974683544303798,14,18,20,35
T005_046,T005_046,156,224.9089999999996,1.4417243589743565,1585,10.16025641025641,256,1.641025641025641,23,0,13,26
T005_047,T005_047,151,216.80800000000005,1.4358145695364242,1430,9.47019867549669,205,1.3576158940397351,6,36,5,48
T005_048,T005_048,251,307.9369999999984,1.226840637450193,1970,7.848605577689243,350,1.3944223107569722,25,18,6,38
T005_049,T005_049,3,3.4300000000000637,1.1433333333333546,25,8.333333333333334,3,1.0,0,0,0,0
T005_050,T005_050,201,225.75800000000055,1.1231741293532365,1976,9.83084577114428,285,1.4179104477611941,16,27,33,23
T005_051,T005_051,270,290.7520000000003,1.0768592592592603,2620,9.703703703703704,468,1.7333333333333334,45,32,34,47
T005_052,T005_052,478,786.8129999999985,1.646052301255227,5534,11.577405857740585,842,1.7615062761506277,44,263,23,105
T005_053,T005_053,431,854.8720000000003,1.9834617169373556,6803,15.784222737819025,1156,2.6821345707656614,44,214,8,105
T005_054,T005_054,43,43.95000000000083,1.0220930232558332,259,6.023255813953488,29,0.6744186046511628,0,2,0,4
T005_055,T005_055,22,30.85200000000026,1.4023636363636482,206,9.363636363636363,35,1.5909090909090908,2,12,2,5
T005_056,T005_056,236,445.80799999999937,1.8890169491525397,3550,15.042372881355933,614,2.6016949152542375,59,79,7,76
T005_057,T005_057,219,325.7519999999997,1.4874520547945194,2733,12.479452054794521,467,2.132420091324201,38,28,6,32
T005_058,T005_058,149,153.77199999999957,1.032026845637581,1038,6.966442953020135,155,1.0402684563758389,6,9,2,16
T005_059,T005_059,262,503.09500000000025,1.920209923664123,3232,12.335877862595419,565,2.1564885496183206,49,152,12,59
T005_060,T005_060,142,199.05400000000026,1.401788732394368,1321,9.30281690140845,199,1.4014084507042253,35,9,7,33
T005_061,T005_061,109,169.81300000000022,1.5579174311926625,1151,10.559633027522937,172,1.5779816513761469,10,15,6,19
T005_062,T005_062,52,66.7699999999999,1.2840384615384595,418,8.038461538461538,64,1.2307692307692308,7,3,6,10
T005_063,T005_063,71,87.80000000000105,1.236619718309874,552,7.774647887323944,72,1.0140845070422535,5,11,1,11
T005_064,T005_064,8,11.874000000000365,1.4842500000000456,84,10.5,17,2.125,3,0,0,0
T005_065,T005_065,6,9.169999999999732,1.5283333333332887,55,9.166666666666666,6,1.0,0,0,0,2
T006_000,T006_000,3848,4532.556999999999,1.177899428274428,32489,8.443087318087318,5303,1.378118503118503,586,490,69,669
T006_001,T006_001,499,896.0589999999991,1.7957094188376734,6106,12.236472945891784,1070,2.1442885771543088,35,243,1,126
T006_002,T006_002,514,546.8499999999991,1.063910505836574,3165,6.157587548638133,448,0.8715953307392996,97,14,1,63
T006_003,T006_003,1429,2185.467999999997,1.529368789363189,18903,13.22813156053184,3046,2.131560531840448,182,79,35,299
T006_004,T006_004,369,398.17500000000007,1.0790650406504068,4088,11.07859078590786,648,1.7560975609756098,12,19,6,45
T006_005,T006_005,371,775.9280000000008,2.091450134770892,6031,16.256064690026953,1032,2.7816711590296497,75,103,10,87
T006_006,T006_006,216,308.9369999999966,1.4302638888888732,1655,7.662037037037037,276,1.2777777777777777,32,24,0,42
T006_007,T006_007,464,744.9070000000005,1.6054030172413805,5490,11.831896551724139,880,1.896551724137931,32,26,2,44
T006_008,T006_008,483,1042.9029999999998,2.159219461697722,5167,10.697722567287785,841,1.74120082815735,18,20,1,45
T006_009,T006_009,511,515.8320000000006,1.0094559686888465,4423,8.655577299412915,638,1.24853228962818,9,30,2,65
T006_010,T006_010,283,415.37200000000087,1.4677455830388724,2959,10.45583038869258,552,1.9505300353356891,16,8,34,22
T006_011,T006_011,251,362.93200000000024,1.4459442231075708,2420,9.641434262948207,466,1.8565737051792828,32,8,8,35
T006_012,T006_012,378,593.2310000000009,1.5693941798941824,4373,11.568783068783068,833,2.2037037037037037,44,45,20,47
T007_000,T007_000,4149,7986.699999999996,1.9249698722583746,69823,16.82887442757291,11734,2.8281513617739216,580,1630,236,1552
T007_001,T007_001,513,702.3549999999994,1.3691130604288488,5476,10.674463937621832,790,1.5399610136452242,41,59,67,105
T007_003,T007_003,373,395.0149999999995,1.0590214477211781,2497,6.694369973190349,380,1.0187667560321716,28,26,1,41
T007_004,T007_004,828,1158.720999999999,1.39942149758454,9054,10.934782608695652,1485,1.7934782608695652,104,102,23,175
T007_005,T007_005,755,1235.409999999999,1.636304635761588,11906,15.76953642384106,2174,2.8794701986754965,201,177,10,269
T007_006,T007_006,805,920.0180000000015,1.1428795031055918,7406,9.2,1185,1.4720496894409938,75,68,14,173
T007_007,T007_007,478,571.8460000000015,1.1963305439330576,4244,8.878661087866108,676,1.4142259414225942,46,126,2,105
T007_008,T007_008,1087,1026.2759999999998,0.9441361545538177,6729,6.190432382704691,1007,0.9264029438822448,54,42,23,260
T007_009,T007_009,393,363.9290000000004,0.9260279898218841,2437,6.201017811704834,347,0.8829516539440203,59,13,0,33
T007_010,T007_010,59,73.13199999999881,1.2395254237287934,355,6.016949152542373,60,1.0169491525423728,5,4,0,10
T007_011,T007_011,482,681.200000000001,1.4132780082987573,4080,8.464730290456432,653,1.3547717842323652,32,28,3,130
T007_012,T007_012,757,952.8810000000001,1.258759577278732,6202,8.192866578599736,1130,1.4927344782034346,54,70,5,179
T007_013,T007_013,114,157.01200000000034,1.3772982456140381,1100,9.649122807017545,176,1.543859649122807,11,5,0,20
T007_014,T007_014,186,358.17100000000073,1.9256505376344126,2717,14.60752688172043,496,2.6666666666666665,32,23,0,60
T007_015,T007_015,449,771.5270000000005,1.7183229398663709,5593,12.456570155902005,976,2.173719376391982,35,138,3,173
T007_017,T007_017,559,518.3679999999995,0.9273130590339883,4205,7.522361359570662,742,1.3273703041144902,47,29,24,162
T007_023,T007_023,1286,762.5050000000031,0.5929276827371719,5284,4.108864696734059,606,0.4712286158631415,16,12,3,176
T008_000,T008_000,3805,5755.219000000004,1.512541130091985,50018,13.14533508541393,8326,2.188173455978975,310,141,74,580
T008_001,T008_001,709,663.6000000000003,0.9359661495063473,5440,7.672778561354019,698,0.9844851904090268,49,28,9,78
T008_002,T008_002,54,129.875,2.4050925925925926,1045,19.35185185185185,202,3.740740740740741,19,61,2,22
T008_003,T008_003,509,700.1960000000001,1.3756306483300593,5662,11.1237721021611,913,1.793713163064833,23,55,10,67
T008_004,T008_004,109,148.48999999999975,1.3622935779816492,1328,12.18348623853211,188,1.724770642201835,6,7,3,23
T008_005,T008_005,37,32.43200000000013,0.8765405405405441,176,4.756756756756757,18,0.4864864864864865,0,0,0,2
T008_006,T008_006,103,207.4349999999997,2.0139320388349486,1776,17.24271844660194,313,3.0388349514563107,22,22,2,24
T008_007,T008_007,482,835.1419999999995,1.7326597510373434,6247,12.96058091286307,1117,2.3174273858921164,100,65,11,77
T008_008,T008_008,454,701.445999999999,1.5450352422907467,6013,13.244493392070485,1033,2.2753303964757707,60,170,23,113
T008_009,T008_009,382,468.5710000000007,1.2266256544502636,4515,11.819371727748692,731,1.9136125654450262,14,91,15,77
T008_010,T008_010,390,791.3170000000005,2.02901794871795,5617,14.402564102564103,1037,2.658974358974359,48,60,26,92
T008_011,T008_011,466,742.8960000000006,1.5941974248927053,5698,12.227467811158798,958,2.055793991416309,48,31,14,114
T008_012,T008_012,156,150.88899999999967,0.9672371794871774,1019,6.532051282051282,136,0.8717948717948718,11,3,1,33
T008_013,T008_013,900,1415.5489999999995,1.5728322222222217,9337,10.374444444444444,1468,1.6311111111111112,55,168,34,252
T009_000,T009_000,4028,5743.880999999997,1.4259883316782513,45688,11.342601787487586,7041,1.7480139026812314,228,711,164,732
T009_001,T009_001,1097,1676.5829999999983,1.5283345487693694,11393,10.38559708295351,2030,1.8505013673655424,214,385,11,354
T009_002,T009_002,954,1310.6100000000004,1.3738050314465413,10944,11.471698113207546,1786,1.8721174004192873,93,70,35,148
T009_003,T009_003,660,723.6920000000015,1.0965030303030325,6014,9.112121212121211,905,1.371212121212121,12,10,11,73
T009_004,T009_004,313,414.9730000000008,1.3257923322683731,3069,9.805111821086262,494,1.5782747603833867,32,10,24,43
T009_005,T009_005,170,250.95199999999937,1.476188235294114,2366,13.91764705882353,408,2.4,27,26,11,34
T009_006,T009_006,397,519.7150000000008,1.3091057934508836,4571,11.513853904282115,873,2.198992443324937,32,93,13,98
T009_007,T009_007,240,389.34499999999946,1.622270833333331,2817,11.7375,450,1.875,13,86,24,52
T009_008,T009_008,224,422.65400000000034,1.8868482142857157,3586,16.008928571428573,640,2.857142857142857,8,54,15,53
T009_009,T009_009,168,207.32800000000006,1.2340952380952384,1524,9.071428571428571,243,1.4464285714285714,5,15,1,31
T009_010,T009_010,445,954.582,2.1451280898876406,7547,16.95955056179775,1344,3.020224719101124,51,277,17,132
T009_011,T009_011,233,322.7190000000004,1.3850600858369115,2178,9.34763948497854,315,1.351931330472103,18,30,7,49
T009_012,T009_012,173,348.246,2.0129826589595377,2662,15.38728323699422,483,2.791907514450867,5,4,13,38
T009_013,T009_013,215,197.54299999999955,0.9188046511627886,1247,5.8,138,0.641860465116279,4,5,10,39
T009_014,T009_014,254,356.3649999999984,1.4030118110236158,2849,11.216535433070867,452,1.779527559055118,19,40,9,61
T009_015,T009_015,505,548.9479999999996,1.0870257425742567,4656,9.219801980198019,633,1.2534653465346535,19,17,15,58
T009_016,T009_016,213,400.4330000000012,1.8799671361502404,2868,13.464788732394366,458,2.1502347417840375,5,61,8,31
T009_017,T009_017,433,475.4000000000014,1.0979214780600495,4147,9.577367205542725,675,1.5588914549653579,39,169,1,104
T009_018,T009_018,259,342.3980000000001,1.3220000000000003,2978,11.498069498069498,519,2.003861003861004,28,25,4,36
T009_021,T009_021,156,215.57700000000045,1.381903846153849,1344,8.615384615384615,200,1.2820512820512822,39,24,1,39
T009_022,T009_022,150,221.7899999999993,1.4785999999999955,1098,7.32,162,1.08,16,26,0,30
T009_023,T009_023,557,483.7599999999969,0.8685098743267449,3640,6.5350089766606825,477,0.8563734290843806,28,7,26,86
T009_024,T009_024,410,757.8829999999994,1.848495121951218,6037,14.72439024390244,1058,2.580487804878049,36,104,13,168
T010_000,T010_000,3854,6416.181000000007,1.664810845874418,59757,15.505189413596264,11096,2.8790866632070578,455,733,90,743
T010_001,T010_001,1163,1907.2839999999953,1.639969045571793,16869,14.504729148753224,3190,2.7429062768701633,171,265,53,254
T010_002,T010_002,629,1139.2159999999965,1.8111542130365603,10795,17.16216216216216,1976,3.1414944356120826,125,141,16,73
T010_003,T010_003,315,421.18500000000347,1.3370952380952492,3754,11.917460317460318,761,2.4158730158730157,33,52,1,26
T010_004,T010_004,561,819.6560000000034,1.4610623885918064,7277,12.971479500891265,1490,2.655971479500891,60,255,3,99
T010_005,T010_005,796,756.0930000000016,0.9498655778894491,7673,9.639447236180905,1230,1.5452261306532664,84,64,0,147
T010_006,T010_006,105,123.56200000000032,1.1767809523809554,898,8.552380952380952,129,1.2285714285714286,6,3,5,2
T010_007,T010_007,202,284.3809999999994,1.4078267326732643,2511,12.430693069306932,417,2.0643564356435644,19,42,34,33
T010_008,T010_008,302,553.578,1.8330397350993377,4369,14.466887417218542,798,2.642384105960265,40,38,6,72
T010_009,T010_009,754,1263.8670000000027,1.6762161803713564,11307,14.996021220159152,2183,2.8952254641909816,39,214,23,168
T011_000,T011_000,3430,5273.746999999996,1.5375355685131182,43779,12.763556851311954,7543,2.1991253644314868,257,272,292,547
T011_001,T011_001,1576,1903.9080000000013,1.2080634517766506,16443,10.433375634517766,2433,1.5437817258883249,86,61,93,187
T011_002,T011_002,837,793.9779999999992,0.9485997610513729,7314,8.738351254480287,1151,1.3751493428912784,65,12,62,70
T011_003,T011_003,1165,1266.9420000000018,1.0875038626609457,10733,9.212875536480686,1681,1.4429184549356222,52,98,50,81
T011_004,T011_004,660,889.1419999999994,1.3471848484848474,5823,8.822727272727272,883,1.337878787878788,16,88,19,90
T011_005,T011_005,419,541.6679999999963,1.292763723150349,2914,6.954653937947494,415,0.9904534606205251,14,11,0,48
T011_006,T011_006,256,415.4569999999991,1.6228789062499964,2576,10.0625,390,1.5234375,24,0,11,58
T011_007,T011_007,150,184.55699999999894,1.230379999999993,1239,8.26,208,1.3866666666666667,19,4,15,28
T011_008,T011_008,43,75.50200000000004,1.75586046511628,573,13.325581395348838,102,2.372093023255814,7,17,1,11
T011_009,T011_009,76,60.049000000000206,0.7901184210526343,305,4.0131578947368425,38,0.5,1,1,2,4
T011_014,T011_014,418,619.7219999999979,1.4825885167464066,4131,9.882775119617225,652,1.5598086124401913,30,15,41,85
T011_015,T011_015,415,587.1180000000058,1.4147421686747128,3561,8.580722891566266,552,1.3301204819277108,55,27,9,98
T011_016,T011_016,497,698.7849999999956,1.406006036217295,4361,8.774647887323944,583,1.1730382293762576,45,28,34,101
T011_017,T011_017,632,718.0709999999989,1.1361882911392387,5681,8.988924050632912,800,1.2658227848101267,31,28,33,94
T011_018,T011_018,99,101.56400000000015,1.0258989898989914,880,8.88888888888889,132,1.3333333333333333,11,10,4,13
T011_019,T011_019,129,142.251,1.1027209302325582,1089,8.44186046511628,147,1.1395348837209303,13,13,7,23
T013_000,T013_000,4447,6086.441000000001,1.3686622442095797,53258,11.976163705869125,9889,2.2237463458511355,1142,626,100,861
T013_001,T013_001,787,1043.7749999999992,1.3262706480304944,7225,9.180432020330368,1172,1.4891994917407878,91,62,34,121
T013_002,T013_002,1138,1801.1530000000037,1.5827355008787378,10765,9.459578207381371,2114,1.8576449912126538,95,217,10,232
T013_003,T013_003,1415,2128.8039999999987,1.5044551236749109,16395,11.586572438162545,2897,2.0473498233215546,240,212,13,333
T013_004,T013_004,846,1052.4630000000006,1.244046099290781,5866,6.933806146572104,888,1.049645390070922,44,126,1,143
T013_005,T013_005,66,73.1429999999998,1.1082272727272697,486,7.363636363636363,69,1.0454545454545454,6,2,0,10
T013_006,T013_006,29,20.850999999999964,0.7189999999999988,172,5.931034482758621,17,0.5862068965517241,4,3,1,2
T013_007,T013_007,35,32.80799999999997,0.9373714285714277,310,8.857142857142858,37,1.0571428571428572,0,0,0,6
T013_008,T013_008,77,115.94600000000003,1.5057922077922081,836,10.857142857142858,132,1.7142857142857142,27,0,2,14
T013_009,T013_009,96,123.75699999999992,1.2891354166666658,866,9.020833333333334,143,1.4895833333333333,16,5,3,24
T013_010,T013_010,73,71.9579999999999,0.9857260273972589,384,5.260273972602739,64,0.8767123287671232,11,0,2,7
T013_014,T013_014,58,105.77499999999985,1.8237068965517216,676,11.655172413793103,127,2.189655172413793,21,3,2,5
T013_015,T013_015,264,577.5220000000002,2.187583333333334,4135,15.662878787878787,791,2.996212121212121,74,196,24,99
T013_017,T013_017,339,500.86699999999894,1.4774837758112063,4279,12.622418879056047,777,2.2920353982300883,48,83,6,76
T013_018,T013_018,126,174.15300000000005,1.382166666666667,1238,9.825396825396826,201,1.5952380952380953,21,7,0,18
T013_019,T013_019,544,612.4320000000005,1.1257941176470596,4939,9.079044117647058,780,1.4338235294117647,37,54,5,72
T013_022,T013_022,153,258.16900000000044,1.6873790849673231,1955,12.777777777777779,400,2.6143790849673203,41,36,40,26
T013_023,T013_023,280,494.6909999999983,1.7667535714285654,4500,16.071428571428573,717,2.5607142857142855,47,83,2,80
T014_000,T014_000,3818,8178.328000000004,2.1420450497642753,57516,15.064431639601885,10826,2.8355159769512834,367,641,172,1008
T014_001,T014_001,391,713.4549999999992,1.8246930946291542,5138,13.140664961636828,807,2.0639386189258313,75,36,4,47
T014_002,T014_002,480,673.8260000000004,1.4038041666666674,4908,10.225,855,1.78125,65,15,5,82
T014_003,T014_003,425,759.1040000000007,1.7861270588235312,4697,11.051764705882354,782,1.84,37,68,8,97
T014_004,T014_004,274,358.6940000000004,1.3091021897810233,2528,9.226277372262773,453,1.6532846715328466,26,5,12,47
T014_005,T014_005,270,587.8350000000003,2.177166666666668,3826,14.170370370370371,789,2.922222222222222,33,35,12,44
T014_006,T014_006,616,1182.9019999999991,1.9202954545454531,7411,12.030844155844155,1482,2.405844155844156,47,180,26,167
T014_007,T014_007,308,767.2920000000004,2.4912077922077933,4573,14.847402597402597,797,2.5876623376623376,28,58,2,124
T014_008,T014_008,400,562.1209999999992,1.405302499999998,4431,11.0775,732,1.83,30,32,0,62
T014_010,T014_010,1006,1792.0350000000096,1.7813469184890751,13530,13.449304174950298,2190,2.176938369781312,60,90,0,142
T015_000,T015_000,3838,5549.406000000006,1.4459108910891105,46113,12.014851485148515,8076,2.1042209484106307,404,897,168,949
T015_001,T015_001,720,988.6560000000011,1.3731333333333349,8154,11.325,1453,2.0180555555555557,119,64,16,185
T015_002,T015_002,365,425.1250000000003,1.164726027397261,2995,8.205479452054794,437,1.1972602739726028,13,23,15,63
