会話ID,話者ID,話者ラベル,話者ID改,音声ファイル名
K009_019,K009_025,IC05_岩瀬,K009_025,K009_019_IC05.wav
K009_019,K009_035,Z10A_店員,K009_035,--
K010_001,K010,IC01_樫田,K010_000,K010_001_IC01.wav
K010_001,K010_001,IC02_妻,K010_001,K010_001_IC02.wav
K010_001,K010_002,IC03_紗矢,K010_002,K010_001_IC03.wav
K010_003a,K010,IC01_樫田,K010_000,K010_003a_IC01.wav
K010_003a,K010_003,N10A_早瀬,K010_003,--
K010_003b,K010,IC01_樫田,K010_000,K010_003b_IC01.wav
K010_003b,K010_003,N10A_早瀬,K010_003,--
K010_004a,K010,IC01_樫田,K010_000,K010_004a_IC01.wav
K010_004a,K010_004,N10A_広岡,K010_004,--
K010_004b,K010,IC01_樫田,K010_000,K010_004b_IC01.wav
K010_004b,K010_004,N10A_広岡,K010_004,--
K010_005a,K010,IC01_樫田,K010_000,K010_005a_IC01.wav
K010_005a,K010_005,IC03_岸尾,K010_005,K010_005a_IC03.wav
K010_005a,K010_023,Z10A_店員,K010_023,--
K010_005b,K010,IC01_樫田,K010_000,K010_005b_IC01.wav
K010_005b,K010_005,IC03_岸尾,K010_005,K010_005b_IC03.wav
K010_005b,K010_023,Z10A_店員,K010_023,--
K010_006,K010,IC01_樫田,K010_000,K010_006_IC01.wav
K010_006,K010_006,IC03_杉村,K010_006,K010_006_IC03.wav
K010_008,K010,IC01_樫田,K010_000,K010_008_IC01.wav
K010_008,K010_009,IC02_弟,K010_009,K010_008_IC02.wav
K010_011a,K010,IC01_樫田,K010_000,K010_011a_IC01.wav
K010_011a,K010_012,IC03_岸辺,K010_012,K010_011a_IC03.wav
K010_011a,K010_013,IC04_森脇,K010_013,K010_011a_IC04.wav
K010_011b,K010,IC01_樫田,K010_000,K010_011b_IC01.wav
K010_011b,K010_013,IC04_森脇,K010_013,K010_011b_IC04.wav
K010_012a,K010,IC01_樫田,K010_000,K010_012a_IC01.wav
K010_012a,K010_006,IC04_杉村,K010_006,K010_012a_IC04.wav
K010_012a,K010_014,IC02_経塚,K010_014,K010_012a_IC02.wav
K010_012a,K010_024,Z10B_店員,K010_024,--
K010_012b,K010,IC01_樫田,K010_000,K010_012b_IC01.wav
K010_012b,K010_006,IC04_杉村,K010_006,K010_012b_IC04.wav
K010_012b,K010_014,IC02_経塚,K010_014,K010_012b_IC02.wav
K010_013a,K010,IC01_樫田,K010_000,K010_013a_IC01.wav
K010_013a,K010_015,IC03_高倉,K010_015,K010_013a_IC03.wav
K010_013b,K010,IC01_樫田,K010_000,K010_013b_IC01.wav
K010_013b,K010_015,IC03_高倉,K010_015,K010_013b_IC03.wav
K010_015,K010,IC01_樫田,K010_000,K010_015_IC01.wav
K010_015,K010_003,IC02_早瀬,K010_003,K010_015_IC02.wav
K010_015,K010_007,IC04_村井,K010_007,K010_015_IC04.wav
K010_015,K010_020,IC03_大沢,K010_020,K010_015_IC03.wav
K010_016,K010,IC01_樫田,K010_000,K010_016_IC01.wav
K010_016,K010_001,IC04_妻,K010_001,K010_016_IC04.wav
K010_016,K010_002,IC03_紗矢,K010_002,K010_016_IC03.wav
K010_017,K010,IC01_樫田,K010_000,K010_017_IC01.wav
K010_017,K010_001,IC03_妻,K010_001,K010_017_IC03.wav
K011_002,K011,IC01_川原,K011_000,K011_002_IC01.wav
K011_002,K011_003,IC02_木内,K011_003,K011_002_IC02.wav
K011_002,K011_004,IC03_達也,K011_004,K011_002_IC03.wav
K011_002,K011_005,IC04_凛,K011_005,K011_002_IC04.wav
K011_004,K011,IC01_川原,K011_000,K011_004_IC01.wav
K011_004,K011_001,IC02_幹也,K011_001,K011_004_IC02.wav
K011_004,K011_002,IC03_健斗,K011_002,K011_004_IC03.wav
K011_004,K011_009,IC04_駿介,K011_009,K011_004_IC04.wav
K011_005,K011,IC01_川原,K011_000,K011_005_IC01.wav
K011_005,K011_010,IC02_内海,K011_010,K011_005_IC02.wav
K011_007,K011,IC01_川原,K011_000,K011_007_IC01.wav
K011_007,K011_014,IC02_藤井,K011_014,K011_007_IC02.wav
K011_007,K011_015,IC03_小森,K011_015,K011_007_IC03.wav
K011_007,K011_037,Z10B_店員,K011_037,--
K011_009a,K011,IC01_川原,K011_000,K011_009a_IC01.wav
K011_009a,K011_017,IC02_寺島,K011_017,K011_009a_IC02.wav
K011_009b,K011,IC01_川原,K011_000,K011_009b_IC01.wav
K011_009b,K011_017,IC02_寺島,K011_017,K011_009b_IC02.wav
K011_015,K011,IC01_川原,K011_000,K011_015_IC01.wav
K011_015,K011_001,IC02_幹也,K011_001,K011_015_IC02.wav
K011_015,K011_009,IC03_駿介,K011_009,K011_015_IC03.wav
K011_016a,K011,IC01_川原,K011_000,K011_016a_IC01.wav
K011_016a,K011_032,IC02_志村,K011_032,K011_016a_IC02.wav
K011_016a,K011_033,IC03_美代子,K011_033,K011_016a_IC03.wav
K011_016a,K011_035,N10A_井上,K011_035,--
K011_016b,K011,IC01_川原,K011_000,K011_016b_IC01.wav
K011_016b,K011_032,IC02_志村,K011_032,K011_016b_IC02.wav
K011_016b,K011_033,IC03_美代子,K011_033,K011_016b_IC03.wav
K011_016b,K011_035,N10A_井上,K011_035,--
K011_018,K011,IC01_川原,K011_000,K011_018_IC01.wav
K011_018,K011_031,IC03_美佳子,K011_031,K011_018_IC03.wav
K011_018,K011_036,IC02_香澄,K011_036,K011_018_IC02.wav
K011_019a,K011,IC01_川原,K011_000,K011_019a_IC01.wav
K011_019a,K011_031,IC03_美佳子,K011_031,K011_019a_IC03.wav
K011_019a,K011_036,IC02_香澄,K011_036,K011_019a_IC02.wav
K011_019b,K011,IC01_川原,K011_000,K011_019b_IC01.wav
K011_019b,K011_031,IC03_美佳子,K011_031,K011_019b_IC03.wav
K011_019b,K011_036,IC02_香澄,K011_036,K011_019b_IC02.wav
K012_001,K012,IC01_平沢,K012_000,K012_001_IC01.wav
K012_001,K012_001,IC02_葉山,K012_001,K012_001_IC02.wav
K012_002a,K012,IC01_平沢,K012_000,K012_002a_IC01.wav
K012_002a,K012_002,IC02_津島,K012_002,K012_002a_IC02.wav
K012_002b,K012,IC01_平沢,K012_000,K012_002b_IC01.wav
K012_002b,K012_002,IC02_津島,K012_002,K012_002b_IC02.wav
K012_002c,K012,IC01_平沢,K012_000,K012_002c_IC01.wav
K012_002c,K012_002,IC02_津島,K012_002,K012_002c_IC02.wav
K012_002d,K012,IC01_平沢,K012_000,K012_002d_IC01.wav
K012_002d,K012_002,IC02_津島,K012_002,K012_002d_IC02.wav
K012_003a,K012,IC01_平沢,K012_000,K012_003a_IC01.wav
K012_003a,K012_003,IC02_竹太郎,K012_003,K012_003a_IC02.wav
K012_003b,K012,IC01_平沢,K012_000,K012_003b_IC01.wav
K012_003b,K012_003,IC02_竹太郎,K012_003,K012_003b_IC02.wav
K012_003c,K012,IC01_平沢,K012_000,K012_003c_IC01.wav
K012_003c,K012_003,IC02_竹太郎,K012_003,K012_003c_IC02.wav
K012_003c,K012_004,IC03_由紀子,K012_004,K012_003c_IC03.wav
K012_004,K012,IC01_平沢,K012_000,K012_004_IC01.wav
K012_004,K012_003,IC02_竹太郎,K012_003,K012_004_IC02.wav
K012_004,K012_005,IC03_志麻子,K012_005,K012_004_IC03.wav
K012_006,K012,IC01_平沢,K012_000,K012_006_IC01.wav
K012_006,K012_003,IC06_竹太郎,K012_003,K012_006_IC06.wav
K012_007a,K012,IC01_平沢,K012_000,K012_007a_IC01.wav
K012_007a,K012_003,IC02_竹太郎,K012_003,K012_007a_IC02.wav
K012_007b,K012,IC01_平沢,K012_000,K012_007b_IC01.wav
K012_007b,K012_003,N10A_竹太郎,K012_003,--
K013_003,K013,IC01_雪江,K013_000,K013_003_IC01.wav
K013_003,K013_002,IC03_鞠江,K013_002,K013_003_IC03.wav
K013_003,K013_004,IC05_祖母,K013_004,K013_003_IC05.wav
K013_004,K013,IC01_雪江,K013_000,K013_004_IC01.wav
K013_004,K013_001,IC02_俊夫,K013_001,K013_004_IC02.wav
K013_009,K013,IC01_雪江,K013_000,K013_009_IC01.wav
K013_009,K013_002,IC03_鞠江,K013_002,K013_009_IC03.wav
K013_009,K013_004,N10A_祖母,K013_004,--
K013_009,K013_005,IC02_奈々恵,K013_005,K013_009_IC02.wav
K013_011,K013,IC01_雪江,K013_000,K013_011_IC01.wav
K013_011,K013_002,IC03_鞠江,K013_002,K013_011_IC03.wav
K013_011,K013_003,IC04_母,K013_003,K013_011_IC04.wav
K013_011,K013_005,IC02_奈々恵,K013_005,K013_011_IC02.wav
K013_012,K013,IC01_雪江,K013_000,K013_012_IC01.wav
K013_012,K013_001,IC06_俊夫,K013_001,K013_012_IC06.wav
K013_017,K013,IC01_雪江,K013_000,K013_017_IC01.wav
K013_017,K013_001,IC06_俊夫,K013_001,K013_017_IC06.wav
K013_019,K013,IC01_雪江,K013_000,K013_019_IC01.wav
K013_019,K013_004,IC02_祖母,K013_004,K013_019_IC02.wav
K013_020,K013,IC01_雪江,K013_000,K013_020_IC01.wav
K013_020,K013_001,IC02_俊夫,K013_001,K013_020_IC02.wav
K013_020,K013_008,IC03_文也,K013_008,K013_020_IC03.wav
K013_020,K013_009,IC04_釣部,K013_009,K013_020_IC04.wav
S001_004,S001,IC01_健,S001_000,S001_004_IC01.wav
S001_004,S001_003,IC06_ななえ,S001_003,S001_004_IC06.wav
S001_004,S001_004,IC03_大柴,S001_004,S001_004_IC03.wav
S001_004,S001_005,N101_翔子,S001_005,--
S001_004,S001_008,IC02_小沢,S001_008,S001_004_IC02.wav
S001_004,S001_009,IC04_園部,S001_009,S001_004_IC04.wav
S001_004,S001_010,IC05_沙矢子,S001_010,S001_004_IC05.wav
S001_006,S001,IC01_健,S001_000,S001_006_IC01.wav
S001_006,S001_005,IC04_翔子,S001_005,S001_006_IC04.wav
S001_006,S001_011,IC03_千紘,S001_011,S001_006_IC03.wav
S001_006,S001_012,IC02_淳,S001_012,S001_006_IC02.wav
S001_011,S001,IC01_健,S001_000,S001_011_IC01.wav
S001_011,S001_005,IC02_翔子,S001_005,S001_011_IC02.wav
S001_011,S001_014,N101_舞,S001_014,--
S001_012,S001,IC01_健,S001_000,S001_012_IC01.wav
S001_012,S001_005,N10A_翔子,S001_005,--
S001_012,S001_006,IC04_康明,S001_006,S001_012_IC04.wav
S001_012,S001_007,IC05_静香,S001_007,S001_012_IC05.wav
S001_012,S001_014,IC02_舞,S001_014,S001_012_IC02.wav
S001_012,S001_015,IC03_智之,S001_015,S001_012_IC03.wav
S001_013,S001,IC01_健,S001_000,S001_013_IC01.wav
S001_013,S001_005,IC02_翔子,S001_005,S001_013_IC02.wav
S001_015,S001,IC01_健,S001_000,S001_015_IC01.wav
S001_015,S001_005,IC04_翔子,S001_005,S001_015_IC04.wav
S001_015,S001_006,IC02_康明,S001_006,S001_015_IC02.wav
S001_015,S001_007,IC03_静香,S001_007,S001_015_IC03.wav
S001_017,S001,IC01_健,S001_000,S001_017_IC01.wav
S001_017,S001_005,N106_翔子,S001_005,--
S001_017,S001_006,IC05_康明,S001_006,S001_017_IC05.wav
S001_017,S001_007,IC06_静香,S001_007,S001_017_IC06.wav
S001_017,S001_016,IC02_戸倉,S001_016,S001_017_IC02.wav
S001_017,S001_017,IC03_真下,S001_017,S001_017_IC03.wav
S001_017,S001_018,IC04_能勢,S001_018,S001_017_IC04.wav
S001_018,S001,IC01_健,S001_000,S001_018_IC01.wav
S001_018,S001_009,IC02_園部,S001_009,S001_018_IC02.wav
S001_018,S001_019,IC03_堀江,S001_019,S001_018_IC03.wav
S001_019,S001,IC01_健,S001_000,S001_019_IC01.wav
S001_019,S001_005,IC03_翔子,S001_005,S001_019_IC03.wav
S001_019,S001_020,IC02_落合,S001_020,S001_019_IC02.wav
S002_001,S002,IC01_山口,S002_000,S002_001_IC01.wav
S002_001,S002_001,IC02_慎,S002_001,S002_001_IC02.wav
S002_001,S002_002,IC04_美香,S002_002,S002_001_IC04.wav
S002_001,S002_003,IC03_真理子,S002_003,S002_001_IC03.wav
S002_001,S002_025,Z102_店員,S002_025,--
S002_003,S002,IC01_山口,S002_000,S002_003_IC01.wav
S002_003,S002_005,IC03_貞,S002_005,S002_003_IC03.wav
S002_003,S002_007,IC02_鶴,S002_007,S002_003_IC02.wav
S002_004,S002,IC01_山口,S002_000,S002_004_IC01.wav
S002_004,S002_001,IC03_慎,S002_001,S002_004_IC03.wav
S002_004,S002_005,IC02_貞,S002_005,S002_004_IC02.wav
S002_004,S002_026,Z103_店員,S002_026,--
S002_004,S002_027,Z203_店員,S002_027,--
S002_005,S002,IC01_山口,S002_000,S002_005_IC01.wav
S002_005,S002_008,IC02_黒岩,S002_008,S002_005_IC02.wav
S002_007,S002,IC01_山口,S002_000,S002_007_IC01.wav
S002_007,S002_011,IC02_長友,S002_011,S002_007_IC02.wav
S002_007,S002_012,IC03_野々山,S002_012,S002_007_IC03.wav
S002_007,S002_013,IC05_迫,S002_013,S002_007_IC05.wav
S002_007,S002_018,IC04_大塚,S002_018,S002_007_IC04.wav
S002_007,S002_028,Z105_店員,S002_028,--
S002_008,S002,IC01_山口,S002_000,S002_008_IC01.wav
S002_008,S002_014,IC02_石川,S002_014,S002_008_IC02.wav
S002_008,S002_015,IC03_渋沢,S002_015,S002_008_IC03.wav
S002_009,S002,IC01_山口,S002_000,S002_009_IC01.wav
S002_009,S002_016,IC02_バルサン,S002_016,S002_009_IC02.wav
S002_009,S002_017,IC03_吉田,S002_017,S002_009_IC03.wav
S002_009,S002_031,Z10A_店員,S002_031,--
S002_010,S002,IC01_山口,S002_000,S002_010_IC01.wav
S002_010,S002_002,IC02_美香,S002_002,S002_010_IC02.wav
S002_010,S002_005,IC03_貞,S002_005,S002_010_IC03.wav
S002_010,S002_007,N10A_鶴,S002_007,--
S002_010,S002_019,IC04_仁井,S002_019,S002_010_IC04.wav
S002_010,S002_020,IC05_木村,S002_020,S002_010_IC05.wav
S002_010,S002_022,IC06_うらら,S002_022,S002_010_IC06.wav
S002_010,S002_032,Z10A_店員,S002_032,--
S002_011,S002,IC01_山口,S002_000,S002_011_IC01.wav
S002_011,S002_009,IC04_深澤,S002_009,S002_011_IC04.wav
S002_011,S002_021,IC03_神沢,S002_021,S002_011_IC03.wav
S002_011,S002_023,IC02_健一,S002_023,S002_011_IC02.wav
S002_011,S002_033,Z10B_店員,S002_033,--
S002_012,S002,IC01_山口,S002_000,S002_012_IC01.wav
S002_012,S002_002,IC02_美香,S002_002,S002_012_IC02.wav
S002_012,S002_029,Z101_店員,S002_029,--
S002_012,S002_030,Z201_店員,S002_030,--
S002_014,S002,IC01_山口,S002_000,S002_014_IC01.wav
S002_014,S002_024,IC02_圭,S002_024,S002_014_IC02.wav
T001_002,T001,IC02_広瀬,T001_000,T001_002_IC02.wav
T001_002,T001_001,IC01_優香,T001_001,T001_002_IC01.wav
T001_003,T001,IC02_広瀬,T001_000,T001_003_IC02.wav
T001_003,T001_003,IC01_林,T001_003,T001_003_IC01.wav
T001_003,T001_013,Z10A_店員,T001_013,--
T001_003,T001_014,Z20A_店員,T001_014,--
T001_005,T001,IC02_広瀬,T001_000,T001_005_IC02.wav
T001_005,T001_004,IC01_徳,T001_004,T001_005_IC01.wav
T001_007,T001,IC03_広瀬,T001_000,T001_007_IC03.wav
T001_007,T001_001,IC02_優香,T001_001,T001_007_IC02.wav
T001_008,T001,IC03_広瀬,T001_000,T001_008_IC03.wav
T001_008,T001_005,IC02_吉川,T001_005,T001_008_IC02.wav
T001_009,T001,IC04_広瀬,T001_000,T001_009_IC04.wav
T001_009,T001_001,IC03_優香,T001_001,T001_009_IC03.wav
T001_009,T001_002,IC02_義母,T001_002,T001_009_IC02.wav
T001_011,T001,IC05_広瀬,T001_000,T001_011_IC05.wav
T001_011,T001_001,IC04_優香,T001_001,T001_011_IC04.wav
T001_011,T001_006,IC02_洋平,T001_006,T001_011_IC02.wav
T001_011,T001_007,IC03_千秋,T001_007,T001_011_IC03.wav
T001_014,T001,IC04_広瀬,T001_000,T001_014_IC04.wav
T001_014,T001_008,IC03_奥村,T001_008,T001_014_IC03.wav
T001_014,T001_009,IC02_師匠,T001_009,T001_014_IC02.wav
T001_014,T001_011,Z102_店員,T001_011,--
T001_014,T001_012,Z202_店員,T001_012,--
T001_015,T001,IC03_広瀬,T001_000,T001_015_IC03.wav
T001_015,T001_004,IC02_徳,T001_004,T001_015_IC02.wav
T001_015,T001_016,Z10B_店員,T001_016,--
T001_015,T001_017,Z20B_店員,T001_017,--
T001_016,T001,IC03_広瀬,T001_000,T001_016_IC03.wav
T001_016,T001_010,IC02_杉江,T001_010,T001_016_IC02.wav
T001_016,T001_015,Z10B_店員,T001_015,--
T001_019,T001,IC04_広瀬,T001_000,T001_019_IC04.wav
T001_019,T001_001,IC03_優香,T001_001,T001_019_IC03.wav
T001_019,T001_002,IC02_義母,T001_002,T001_019_IC02.wav
T002_006a,T002,IC01_直也,T002_000,T002_006a_IC01.wav
T002_006a,T002_006,IC03_聡美,T002_006,T002_006a_IC03.wav
T002_006a,T002_007,IC02_塚田,T002_007,T002_006a_IC02.wav
T002_006b,T002,IC01_直也,T002_000,T002_006b_IC01.wav
T002_006b,T002_006,IC03_聡美,T002_006,T002_006b_IC03.wav
T002_006b,T002_007,IC02_塚田,T002_007,T002_006b_IC02.wav
T002_006c,T002,IC01_直也,T002_000,T002_006c_IC01.wav
T002_006c,T002_006,IC03_聡美,T002_006,T002_006c_IC03.wav
T002_006c,T002_007,IC02_塚田,T002_007,T002_006c_IC02.wav
T002_011a,T002,IC01_直也,T002_000,T002_011a_IC01.wav
T002_011a,T002_011,IC02_玲子,T002_011,T002_011a_IC02.wav
T002_011b,T002,IC01_直也,T002_000,T002_011b_IC01.wav
T002_011b,T002_011,IC02_玲子,T002_011,T002_011b_IC02.wav
T002_011c,T002,IC01_直也,T002_000,T002_011c_IC01.wav
T002_011c,T002_011,IC02_玲子,T002_011,T002_011c_IC02.wav
T002_012,T002,IC01_直也,T002_000,T002_012_IC01.wav
T002_012,T002_012,IC02_母,T002_012,T002_012_IC02.wav
T002_013,T002,IC01_直也,T002_000,T002_013_IC01.wav
T002_013,T002_013,IC02_高柳,T002_013,T002_013_IC02.wav
T002_013,T002_019,Z10A_店員,T002_019,--
T002_014,T002,IC01_直也,T002_000,T002_014_IC01.wav
T002_014,T002_014,IC03_チヒ,T002_014,T002_014_IC03.wav
T002_014,T002_015,IC02_綾音,T002_015,T002_014_IC02.wav
T002_014,T002_020,Z10B_店員,T002_020,--
T002_015,T002,IC01_直也,T002_000,T002_015_IC01.wav
T002_015,T002_001,IC02_由美子,T002_001,T002_015_IC02.wav
T002_015,T002_021,Z10A_店員,T002_021,--
T002_018,T002,IC01_直也,T002_000,T002_018_IC01.wav
T002_018,T002_015,IC02_綾音,T002_015,T002_018_IC02.wav
T002_019,T002,IC01_直也,T002_000,T002_019_IC01.wav
T002_019,T002_013,IC02_高柳,T002_013,T002_019_IC02.wav
T002_020,T002,IC01_直也,T002_000,T002_020_IC01.wav
T002_020,T002_017,IC02_みっちー,T002_017,T002_020_IC02.wav
T002_020,T002_018,IC03_永井,T002_018,T002_020_IC03.wav
T003_001,T003,IC01_由美,T003_000,T003_001_IC01.wav
T003_001,T003_001,IC02_拓人,T003_001,T003_001_IC02.wav
T003_001,T003_002,IC03_大和,T003_002,T003_001_IC03.wav
T003_002,T003,IC01_由美,T003_000,T003_002_IC01.wav
T003_002,T003_001,IC02_拓人,T003_001,T003_002_IC02.wav
T003_002,T003_002,IC03_大和,T003_002,T003_002_IC03.wav
T003_002,T003_003,IC04_パパ,T003_003,T003_002_IC04.wav
T003_003,T003,IC01_由美,T003_000,T003_003_IC01.wav
T003_003,T003_004,IC02_牧野,T003_004,T003_003_IC02.wav
T003_003,T003_020,Z10A_店員,T003_020,--
T003_004,T003,IC01_由美,T003_000,T003_004_IC01.wav
T003_004,T003_005,IC02_美希,T003_005,T003_004_IC02.wav
T003_004,T003_006,IC03_陽菜,T003_006,T003_004_IC03.wav
T003_006,T003,IC01_由美,T003_000,T003_006_IC01.wav
T003_006,T003_003,IC05_パパ,T003_003,T003_006_IC05.wav
T003_006,T003_008,IC02_義父,T003_008,T003_006_IC02.wav
T003_006,T003_009,IC04_義弟,T003_009,T003_006_IC04.wav
T003_006,T003_010,IC03_義母,T003_010,T003_006_IC03.wav
T003_007,T003,IC01_由美,T003_000,T003_007_IC01.wav
T003_007,T003_003,IC05_パパ,T003_003,T003_007_IC05.wav
T003_007,T003_008,IC02_義父,T003_008,T003_007_IC02.wav
T003_007,T003_009,IC04_義弟,T003_009,T003_007_IC04.wav
T003_007,T003_010,IC03_義母,T003_010,T003_007_IC03.wav
T003_012,T003,IC01_由美,T003_000,T003_012_IC01.wav
T003_012,T003_001,IC03_拓人,T003_001,T003_012_IC03.wav
T003_012,T003_002,IC04_大和,T003_002,T003_012_IC04.wav
T003_012,T003_003,IC02_パパ,T003_003,T003_012_IC02.wav
T003_012,T003_021,Z202_スタッフ,T003_021,--
T003_012,T003_022,Z103_スタッフ,T003_022,--
T003_015,T003,IC01_由美,T003_000,T003_015_IC01.wav
T003_015,T003_001,IC03_拓人,T003_001,T003_015_IC03.wav
T003_015,T003_002,IC04_大和,T003_002,T003_015_IC04.wav
T003_015,T003_003,IC02_パパ,T003_003,T003_015_IC02.wav
T003_015,T003_019,N10A_母,T003_019,--
T003_017,T003,IC01_由美,T003_000,T003_017_IC01.wav
T003_017,T003_011,IC03_加代子,T003_011,T003_017_IC03.wav
T003_017,T003_012,IC04_千夏,T003_012,T003_017_IC04.wav
T003_017,T003_013,IC05_知世,T003_013,T003_017_IC05.wav
T003_017,T003_014,IC02_美鈴,T003_014,T003_017_IC02.wav
T003_018,T003,IC01_由美,T003_000,T003_018_IC01.wav
T003_018,T003_001,IC03_拓人,T003_001,T003_018_IC03.wav
T003_018,T003_002,IC04_大和,T003_002,T003_018_IC04.wav
T003_018,T003_003,IC02_パパ,T003_003,T003_018_IC02.wav
T003_019,T003,IC01_由美,T003_000,T003_019_IC01.wav
T003_019,T003_001,IC03_拓人,T003_001,T003_019_IC03.wav
T003_019,T003_002,IC04_大和,T003_002,T003_019_IC04.wav
T003_019,T003_003,IC02_パパ,T003_003,T003_019_IC02.wav
T003_021,T003,IC01_由美,T003_000,T003_021_IC01.wav
T003_021,T003_015,IC02_紀子,T003_015,T003_021_IC02.wav
T003_021,T003_016,IC03_晴美,T003_016,T003_021_IC03.wav
T003_021,T003_017,IC04_綾子,T003_017,T003_021_IC04.wav
T003_021,T003_018,IC05_尚子,T003_018,T003_021_IC05.wav
T004_001,T004,IC01_一ノ宮,T004_000,T004_001_IC01.wav
T004_001,T004_001,IC02_パパ,T004_001,T004_001_IC02.wav
T004_001,T004_002,IC03_さとし,T004_002,T004_001_IC03.wav
T004_002,T004,IC04_一ノ宮,T004_000,T004_002_IC04.wav
T004_002,T004_003,IC03_成田,T004_003,T004_002_IC03.wav
T004_002,T004_004,IC01_早紀,T004_004,T004_002_IC01.wav
T004_002,T004_005,IC02_由香里,T004_005,T004_002_IC02.wav
T004_003,T004,IC01_一ノ宮,T004_000,T004_003_IC01.wav
T004_003,T004_001,IC02_パパ,T004_001,T004_003_IC02.wav
T004_003,T004_002,IC03_さとし,T004_002,T004_003_IC03.wav
T004_003,T004_034,N10A_酒井,T004_034,--
T004_003,T004_035,Z10A_かっちゃん,T004_035,--
T004_005a,T004,IC02_一ノ宮,T004_000,T004_005a_IC02.wav
T004_005a,T004_011,IC03_遠藤,T004_011,T004_005a_IC03.wav
T004_005a,T004_012,IC04_内田,T004_012,T004_005a_IC04.wav
T004_005a,T004_013,IC05_内田妻,T004_013,T004_005a_IC05.wav
T004_005b,T004,IC02_一ノ宮,T004_000,T004_005b_IC02.wav
T004_005b,T004_011,IC03_遠藤,T004_011,T004_005b_IC03.wav
T004_005b,T004_012,IC04_内田,T004_012,T004_005b_IC04.wav
T004_005b,T004_013,IC05_内田妻,T004_013,T004_005b_IC05.wav
T004_006,T004,IC01_一ノ宮,T004_000,T004_006_IC01.wav
T004_006,T004_014,IC02_中森,T004_014,T004_006_IC02.wav
T004_010a,T004,IC01_一ノ宮,T004_000,T004_010a_IC01.wav
T004_010a,T004_021,IC03_由里子,T004_021,T004_010a_IC03.wav
T004_010a,T004_022,IC06_中ちゃん,T004_022,T004_010a_IC06.wav
T004_010a,T004_023,IC05_ゆかり,T004_023,T004_010a_IC05.wav
T004_010a,T004_024,IC04_青井,T004_024,T004_010a_IC04.wav
T004_010a,T004_025,IC02_はるか,T004_025,T004_010a_IC02.wav
T004_010b,T004,IC01_一ノ宮,T004_000,T004_010b_IC01.wav
T004_010b,T004_021,IC03_由里子,T004_021,T004_010b_IC03.wav
T004_010b,T004_022,IC06_中ちゃん,T004_022,T004_010b_IC06.wav
T004_010b,T004_023,IC05_ゆかり,T004_023,T004_010b_IC05.wav
T004_010b,T004_024,IC04_青井,T004_024,T004_010b_IC04.wav
T004_010b,T004_025,IC02_はるか,T004_025,T004_010b_IC02.wav
T004_011,T004,IC01_一ノ宮,T004_000,T004_011_IC01.wav
T004_011,T004_026,IC06_洋子,T004_026,T004_011_IC06.wav
T004_011,T004_027,IC03_みこ,T004_027,T004_011_IC03.wav
T004_011,T004_028,IC04_あっこ,T004_028,T004_011_IC04.wav
T004_011,T004_029,IC02_里子,T004_029,T004_011_IC02.wav
T004_011,T004_036,Z101_女性,T004_036,--
T004_013,T004,IC01_一ノ宮,T004_000,T004_013_IC01.wav
T004_013,T004_030,IC04_田代,T004_030,T004_013_IC04.wav
T004_013,T004_031,IC03_飯塚,T004_031,T004_013_IC03.wav
T004_013,T004_032,IC02_松下,T004_032,T004_013_IC02.wav
T004_013,T004_033,IC05_岩崎,T004_033,T004_013_IC05.wav
T004_014,T004,IC01_一ノ宮,T004_000,T004_014_IC01.wav
T004_014,T004_008,IC02_塚田,T004_008,T004_014_IC02.wav
T004_014,T004_017,IC04_水谷,T004_017,T004_014_IC04.wav
T004_014,T004_018,IC03_戸部,T004_018,T004_014_IC03.wav
T004_016,T004,IC06_一ノ宮,T004_000,T004_016_IC06.wav
T004_016,T004_001,IC05_パパ,T004_001,T004_016_IC05.wav
T004_017,T004,IC01_一ノ宮,T004_000,T004_017_IC01.wav
T004_017,T004_006,IC04_佐久間,T004_006,T004_017_IC04.wav
T004_017,T004_008,IC07_塚田,T004_008,T004_017_IC07.wav
T004_017,T004_009,IC05_落合,T004_009,T004_017_IC05.wav
T004_017,T004_010,IC06_岩瀬,T004_010,T004_017_IC06.wav
T004_017,T004_019,IC02_佐々木,T004_019,T004_017_IC02.wav
T004_017,T004_020,IC03_土井,T004_020,T004_017_IC03.wav
T005_001,T005,IC07_永井,T005_000,T005_001_IC07.wav
T005_001,T005_001,IC05_片山,T005_001,T005_001_IC05.wav
T005_001,T005_002,IC03_服部,T005_002,T005_001_IC03.wav
T005_001,T005_003,IC02_新井,T005_003,T005_001_IC02.wav
T005_001,T005_004,IC06_星野,T005_004,T005_001_IC06.wav
T005_001,T005_005,IC08_小池,T005_005,T005_001_IC08.wav
T005_001,T005_006,IC04_亀山,T005_006,T005_001_IC04.wav
T005_001,T005_007,IC01_石橋,T005_007,T005_001_IC01.wav
T005_002,T005,IC01_永井,T005_000,T005_002_IC01.wav
T005_002,T005_008,IC02_まみこ,T005_008,T005_002_IC02.wav
T005_002,T005_009,IC03_かお,T005_009,T005_002_IC03.wav
T005_004,T005,IC09_永井,T005_000,T005_004_IC09.wav
T005_004,T005_016,IC02_日野,T005_016,T005_004_IC02.wav
T005_004,T005_017,IC03_山中,T005_017,T005_004_IC03.wav
T005_004,T005_018,IC04_藤田,T005_018,T005_004_IC04.wav
